customer_id,first_name,last_name,segment,region_id,total_orders,total_revenue,avg_order_value,first_order_date,last_order_date
429,Sara,Garcia,Enterprise,2,5,7021.8,1404.36,2023-05-30,2025-02-14
452,Ariel,Lee,Regular,6,8,7000.94,875.12,2023-02-12,2025-03-13
601,Grace,Johnson,Budget,8,5,6974.53,1394.91,2023-06-12,2024-09-07
884,Brandon,Boyd,Premium,1,4,6974.41,1743.6,2023-04-19,2025-03-15
205,Jason,Klein,Budget,5,5,6957.47,1391.49,2023-01-10,2025-03-26
644,Ricardo,Smith,Budget,1,6,6948.46,1158.08,2023-10-06,2025-04-27
946,Nicole,Smith,Regular,1,5,6930.93,1386.19,2023-06-09,2025-01-12
293,Philip,Lyons,Regular,1,7,6920.54,988.65,2023-09-04,2025-04-15
148,Jeremy,Davis,Regular,7,11,6919.12,629.01,2023-10-25,2024-12-10
938,Herbert,Gill,Premium,1,15,6902.47,460.16,2023-03-12,2025-06-12
436,Isabella,Dawson,Enterprise,2,9,6902.21,766.91,2023-07-31,2025-04-04
409,Maria,Hardy,Regular,10,13,6880.53,529.27,2023-04-24,2025-06-19
902,Dustin,Williams,Regular,10,4,6854.95,1713.74,2023-03-03,2024-10-01
947,Lori,Koch,Regular,6,2,6845.65,3422.82,2024-03-29,2024-10-05
985,Karen,Mejia,Regular,1,8,6809.13,851.14,2023-01-27,2025-03-10
585,Theresa,Merritt,Regular,5,8,6800.02,850.0,2024-07-06,2025-05-24
115,Kevin,Thomas,Premium,4,9,6791.37,754.6,2023-02-26,2025-06-10
705,Tammy,Cruz,Regular,7,3,6778.31,2259.44,2024-01-06,2025-01-01
736,Shannon,Waters,Enterprise,2,14,6756.1,482.58,2023-03-15,2025-06-23
699,Shannon,Davis,Premium,2,6,6749.19,1124.86,2023-05-16,2025-05-17
990,Vicki,Davis,Enterprise,1,5,6749.01,1349.8,2023-09-03,2024-08-24
76,Marie,Wise,Premium,7,9,6746.08,749.56,2023-02-25,2024-10-25
561,April,Wright,Regular,3,7,6697.99,956.86,2023-06-06,2025-06-07
891,Jason,Benjamin,Regular,3,12,6681.7,556.81,2023-04-10,2025-01-16
46,Sarah,Kane,Premium,4,9,6681.26,742.36,2023-06-18,2025-06-29
779,Caroline,Harrison,Enterprise,3,7,6666.97,952.42,2023-05-17,2024-11-28
700,Stephanie,Lopez,Regular,6,6,6653.01,1108.84,2023-02-13,2024-07-29
528,Christopher,Johnson,Regular,1,4,6642.26,1660.56,2024-02-14,2024-09-09
972,Patricia,Estrada,Enterprise,1,18,6610.54,367.25,2023-04-15,2025-04-22
618,Joshua,Brown,Regular,5,7,6605.56,943.65,2023-02-10,2025-03-16
118,Suzanne,Wilson,Regular,2,5,6605.02,1321.0,2024-01-13,2025-03-29
743,William,Roberts,Enterprise,1,8,6594.61,824.33,2023-01-10,2025-04-07
320,Angela,Lee,Premium,6,2,6591.7,3295.85,2024-07-25,2024-11-24
815,Jesse,Hill,Budget,2,13,6570.68,505.44,2023-05-14,2025-05-26
781,Jasmine,Moore,Regular,8,11,6522.61,592.96,2023-10-21,2025-03-30
90,Teresa,Day,Budget,1,6,6520.68,1086.78,2023-02-24,2024-07-23
480,Timothy,Robertson,Budget,1,5,6489.49,1297.9,2023-02-05,2024-07-01
443,Debra,Wood,Regular,1,8,6454.48,806.81,2023-06-21,2025-02-27
758,Jackie,Callahan,Regular,1,9,6449.43,716.6,2023-04-10,2025-03-04
495,Stacey,Henson,Regular,1,9,6435.4,715.04,2023-03-31,2024-07-13
865,Courtney,Williams,Budget,6,6,6418.65,1069.78,2023-02-16,2024-10-21
220,Sean,White,Regular,1,15,6374.54,424.97,2023-01-01,2025-03-24
347,Jennifer,Brandt,Premium,7,4,6319.23,1579.81,2023-05-08,2024-12-10
239,Angela,Chase,Premium,2,11,6312.04,573.82,2023-02-10,2025-06-12
864,Sierra,Brooks,Regular,3,7,6250.21,892.89,2023-08-14,2025-03-26
7,Amber,Osborne,Premium,2,6,6241.0,1040.17,2023-02-14,2025-06-21
385,Megan,Garrison,Budget,1,12,6204.23,517.02,2023-02-25,2025-04-16
825,Tiffany,Smith,Regular,1,6,6180.44,1030.07,2023-06-08,2024-12-11
129,Michael,Davis,Regular,6,4,6177.22,1544.3,2023-05-14,2024-10-03
525,William,Adams,Enterprise,1,13,6175.66,475.05,2023-03-04,2025-06-08
336,Sean,Davis,Budget,6,4,6149.97,1537.49,2023-05-01,2024-10-20
833,Sean,Stewart,Premium,3,3,6144.44,2048.15,2024-06-11,2025-02-04
462,Laura,Cook,Premium,3,7,6139.43,877.06,2023-03-25,2025-05-15
553,Mary,Martinez,Regular,6,9,6125.56,680.62,2023-03-16,2025-04-07
182,Brenda,Bailey,Premium,5,7,6056.89,865.27,2023-07-04,2025-03-14
834,Regina,Carpenter,Regular,1,6,6051.87,1008.64,2023-08-20,2025-05-22
604,Megan,Fischer,Enterprise,3,9,6041.77,671.31,2023-02-08,2025-01-19
24,Troy,Sanchez,Regular,2,8,6026.41,753.3,2023-03-10,2025-02-18
775,Mary,Hernandez,Budget,4,15,6021.49,401.43,2023-02-08,2025-05-09
878,Troy,Patel,Premium,10,8,6010.93,751.37,2023-04-28,2025-05-05
328,Christine,Rogers,Enterprise,1,6,6009.1,1001.52,2023-12-08,2025-06-11
929,Bradley,Scott,Regular,4,11,5975.55,543.23,2023-01-22,2025-02-17
738,Steven,Browning,Budget,5,12,5960.17,496.68,2023-01-24,2025-06-11
810,Victoria,Martin,Regular,9,6,5925.13,987.52,2023-01-15,2025-06-10
966,Michelle,Jenkins,Budget,5,4,5919.53,1479.88,2023-06-02,2025-05-08
574,Penny,Haas,Budget,7,5,5919.21,1183.84,2023-02-10,2024-08-08
219,Rebecca,Arnold,Regular,7,7,5893.67,841.95,2023-03-29,2025-06-01
91,Michael,Everett,Regular,4,4,5884.79,1471.2,2024-01-13,2025-01-20
976,Gina,Peterson,Regular,1,2,5881.85,2940.92,2024-04-24,2025-04-05
789,William,Mccoy,Enterprise,1,3,5858.19,1952.73,2023-01-11,2025-03-25
300,Patricia,Dominguez,Budget,8,8,5851.11,731.39,2023-03-16,2025-03-04
419,Michael,Olson,Regular,2,8,5814.52,726.82,2023-05-04,2025-06-23
274,Jeffrey,Powers,Budget,1,21,5804.55,276.41,2023-01-31,2025-05-30
6,Erin,Wilson,Regular,5,6,5785.64,964.27,2023-03-23,2025-03-28
256,Ashley,Huff,Premium,7,7,5769.06,824.15,2023-01-11,2024-08-16
1,Anna,Baldwin,Regular,1,10,5722.07,572.21,2023-05-22,2025-03-19
258,Katie,Ray,Budget,1,10,5718.91,571.89,2023-02-15,2025-04-03
48,Wendy,Francis,Regular,1,11,5706.7,518.79,2023-05-06,2025-06-16
80,Kimberly,Young,Budget,1,4,5700.82,1425.2,2023-05-04,2024-06-15
832,Eric,Osborn,Budget,5,13,5663.83,435.68,2023-07-16,2025-06-25
930,Louis,Johnson,Budget,8,4,5663.76,1415.94,2023-01-02,2024-09-13
236,Kathryn,Weaver,Regular,6,9,5633.91,625.99,2023-01-29,2025-04-24
11,Joshua,Wright,Regular,1,7,5623.59,803.37,2023-05-15,2025-06-09
238,Jacob,Baker,Enterprise,5,3,5622.74,1874.25,2023-02-26,2024-10-27
102,David,Rhodes,Regular,1,8,5611.04,701.38,2023-10-20,2025-01-03
158,Melinda,Acosta,Regular,10,7,5607.37,801.05,2023-04-02,2025-05-28
44,Jennifer,Collins,Premium,3,13,5594.09,430.31,2023-02-07,2025-04-05
535,Ruben,Bradley,Regular,1,5,5575.78,1115.16,2023-04-04,2025-06-20
108,Jose,Ward,Regular,1,10,5553.49,555.35,2023-07-07,2025-05-22
159,Beverly,Wagner,Regular,1,7,5532.06,790.29,2023-02-10,2025-05-23
383,Tammy,Savage,Regular,1,7,5519.6,788.51,2023-04-07,2025-05-16
911,Evan,Black,Budget,2,11,5508.22,500.75,2023-05-19,2025-06-24
438,Charles,Neal,Regular,2,11,5503.94,500.36,2023-01-09,2025-04-20
395,Jason,Hunt,Regular,1,5,5489.18,1097.84,2023-02-26,2024-05-11
544,Sabrina,Cruz,Premium,1,6,5488.54,914.76,2023-01-15,2024-11-02
422,Richard,Mckenzie,Budget,10,8,5476.34,684.54,2023-05-04,2025-06-18
769,Melissa,Harrison,Regular,9,6,5451.69,908.62,2023-03-11,2025-01-21
186,Jessica,Walker,Regular,2,6,5435.66,905.94,2023-01-31,2025-05-17
647,Adam,Johnson,Regular,3,9,5430.71,603.41,2023-09-13,2024-12-01
764,Carl,Tyler,Premium,2,6,5411.82,901.97,2023-01-15,2024-10-22
830,Jessica,Gonzalez,Regular,6,7,5411.05,773.01,2023-08-05,2025-04-08
971,Linda,Padilla,Premium,1,8,5397.57,674.7,2023-02-12,2024-03-12
948,Morgan,Moss,Enterprise,1,15,5371.63,358.11,2023-05-07,2025-01-08
975,Ross,Hunter,Premium,5,8,5358.46,669.81,2023-01-17,2024-03-13
872,Ricky,Morgan,Budget,1,5,5307.45,1061.49,2023-09-06,2025-06-23
566,Carlos,Johnson,Regular,2,6,5260.27,876.71,2023-02-20,2025-01-24
473,Heather,Mills,Budget,1,3,5259.81,1753.27,2023-02-23,2024-01-26
338,Mary,Harper,Enterprise,2,6,5253.4,875.57,2023-01-04,2025-05-19
563,Steven,Li,Regular,1,6,5245.43,874.24,2023-02-04,2024-10-06
636,Michael,Ellis,Regular,3,4,5243.44,1310.86,2023-01-25,2024-10-16
453,Catherine,Blackburn,Budget,2,5,5205.64,1041.13,2023-05-13,2024-10-19
857,Christopher,Boyd,Budget,1,4,5202.95,1300.74,2024-01-26,2025-05-02
237,Alicia,Henderson,Enterprise,9,6,5180.64,863.44,2023-01-26,2025-02-23
871,Patricia,Chapman,Budget,5,3,5172.22,1724.07,2024-07-22,2025-03-31
794,Heidi,Wagner,Regular,1,10,5159.65,515.96,2023-09-13,2025-04-22
877,Christopher,Mclean,Regular,4,6,5156.49,859.42,2023-04-17,2024-11-20
952,Lisa,Lopez,Enterprise,5,9,5153.26,572.58,2023-02-10,2025-04-15
805,Mary,Walker,Regular,3,2,5148.7,2574.35,2023-09-08,2025-03-18
448,Jessica,Collins,Regular,3,8,5128.57,641.07,2023-02-13,2025-01-20
554,Tommy,Brown,Budget,1,6,5080.55,846.76,2023-10-09,2025-03-10
375,Angela,Livingston,Budget,2,6,5079.03,846.51,2023-02-06,2025-03-25
701,Savannah,Rodriguez,Regular,1,7,5069.19,724.17,2023-07-08,2025-05-12
322,Robert,Burgess,Regular,8,8,5064.92,633.12,2023-02-18,2025-06-19
405,Erika,Brown,Regular,1,6,5046.42,841.07,2023-04-14,2025-05-23
515,Michael,Mitchell,Regular,2,7,5043.98,720.57,2023-08-26,2025-06-05
667,Shawn,Norman,Regular,8,8,5039.88,629.98,2023-01-30,2025-04-23
740,Nicole,Brown,Regular,5,6,5030.65,838.44,2023-08-01,2024-08-30
209,Steven,Pineda,Budget,5,5,5015.71,1003.14,2024-04-08,2025-04-30
893,Rachel,Castillo,Budget,4,9,5014.85,557.21,2023-05-03,2025-06-08
613,Sarah,Hill,Budget,10,10,5003.69,500.37,2023-04-06,2025-04-19
267,Thomas,Rivera,Regular,4,10,4987.84,498.78,2023-03-10,2025-04-04
160,Charles,Harris,Enterprise,3,8,4983.32,622.92,2023-04-11,2025-03-29
689,Joy,Mullins,Regular,2,14,4982.26,355.88,2023-01-01,2025-01-20
672,Adrian,Lara,Regular,8,10,4967.82,496.78,2023-04-14,2025-04-25
610,Benjamin,Coleman,Regular,1,12,4965.73,413.81,2023-02-10,2025-03-23
485,Warren,Mclean,Regular,9,9,4960.38,551.15,2023-02-15,2024-11-26
681,Heather,Osborn,Premium,1,5,4951.25,990.25,2023-03-21,2025-02-02
296,Kyle,Sullivan,Premium,1,10,4950.86,495.09,2024-01-09,2025-04-05
505,Steven,Conley,Regular,1,11,4933.18,448.47,2023-01-04,2025-06-21
654,Jeremy,Love,Regular,4,8,4917.14,614.64,2023-01-05,2025-03-11
663,Sandra,Rodriguez,Premium,1,8,4873.21,609.15,2023-03-28,2024-10-04
225,Gary,Jennings,Enterprise,4,4,4872.2,1218.05,2023-07-05,2025-02-03
138,Daniel,Lambert,Premium,5,5,4871.38,974.28,2023-05-06,2025-06-02
529,Kenneth,Nichols,Enterprise,1,5,4858.35,971.67,2023-11-22,2024-12-31
600,Sydney,Prince,Budget,3,6,4852.57,808.76,2023-08-01,2025-06-01
508,Joseph,Davis,Premium,1,11,4830.12,439.1,2023-05-14,2025-03-31
580,Michele,Hurley,Budget,1,5,4811.01,962.2,2023-06-02,2025-06-06
144,Maria,Juarez,Regular,1,3,4808.65,1602.88,2023-01-25,2024-08-13
389,Craig,Perry,Premium,1,9,4804.94,533.88,2023-04-14,2024-10-25
341,William,Johnston,Budget,7,4,4793.13,1198.28,2023-03-30,2024-10-29
734,Matthew,Brooks,Regular,1,3,4723.62,1574.54,2023-02-06,2025-04-16
622,Steven,Wiley,Budget,3,6,4719.7,786.62,2023-02-12,2024-01-18
181,James,Whitaker,Enterprise,7,3,4715.23,1571.74,2023-05-04,2024-01-28
431,Shannon,Hansen,Budget,3,6,4693.8,782.3,2023-02-15,2025-02-15
221,Tina,Nguyen,Enterprise,1,8,4682.83,585.35,2023-01-10,2025-02-12
755,Jessica,Robles,Regular,2,4,4679.01,1169.75,2023-05-11,2025-04-15
640,Sarah,Smith,Regular,5,5,4678.87,935.77,2024-02-11,2025-01-18
344,Sandra,Mendoza,Regular,1,4,4671.78,1167.95,2023-04-20,2024-04-10
370,Richard,Patterson,Regular,4,5,4642.59,928.52,2023-08-03,2025-01-07
522,Michael,Farley,Regular,3,8,4614.07,576.76,2023-03-31,2025-02-15
950,Theresa,Galloway,Regular,1,6,4603.72,767.29,2023-05-06,2024-10-13
31,Shelly,Gonzalez,Regular,3,7,4601.3,657.33,2023-02-22,2025-03-18
169,Debra,Thompson,Budget,4,3,4599.31,1533.1,2023-12-15,2025-01-18
707,Nicole,Henderson,Regular,6,6,4595.3,765.88,2023-04-15,2025-06-08
290,Kendra,Lambert,Regular,6,6,4594.54,765.76,2023-03-30,2024-10-27
686,Craig,Shaffer,Budget,10,5,4580.37,916.07,2023-02-25,2024-10-17
230,Eugene,Oconnell,Budget,5,8,4579.98,572.5,2023-02-16,2025-05-03
100,James,Alexander,Regular,4,4,4549.61,1137.4,2024-01-06,2024-10-24
143,Kristen,Li,Budget,5,5,4547.45,909.49,2023-05-11,2025-03-25
134,Tammy,Rivera,Regular,5,2,4540.97,2270.48,2023-05-29,2023-08-30
621,Ann,Wilson,Regular,10,6,4509.18,751.53,2023-04-15,2025-01-11
955,Craig,Mendez,Regular,6,8,4504.59,563.07,2023-01-23,2024-10-31
673,Anne,Anderson,Regular,1,3,4494.16,1498.05,2023-05-25,2025-05-13
211,Felicia,Flores,Budget,4,10,4494.14,449.41,2023-02-04,2025-02-08
285,Daniel,Cook,Budget,4,8,4493.06,561.63,2023-02-17,2024-12-29
188,Pamela,Mason,Regular,2,8,4483.83,560.48,2023-07-18,2025-04-03
172,Jose,Garcia,Regular,4,1,4471.47,4471.47,2024-01-16,2024-01-16
757,Shirley,Stanley,Regular,3,5,4447.24,889.45,2023-10-13,2025-01-13
166,Craig,Sandoval,Budget,10,9,4431.71,492.41,2023-08-18,2025-02-16
843,Rickey,Moore,Premium,1,3,4421.64,1473.88,2023-07-04,2023-12-06
735,Rachel,Sheppard,Budget,1,4,4420.86,1105.21,2023-04-22,2025-02-19
362,Erik,Taylor,Regular,1,9,4418.02,490.89,2023-07-04,2025-02-26
570,David,Hall,Regular,9,8,4415.92,551.99,2023-01-29,2025-03-11
212,Jason,Soto,Budget,2,4,4407.16,1101.79,2023-12-18,2025-03-06
717,Henry,Ramos,Regular,4,13,4405.42,338.88,2023-04-07,2025-06-11
37,Taylor,Alexander,Budget,8,4,4401.07,1100.27,2023-08-13,2025-04-07
195,Rebecca,Newman,Budget,3,7,4400.66,628.67,2023-01-09,2025-04-13
469,Kimberly,Esparza,Budget,1,2,4390.82,2195.41,2024-01-21,2024-10-15
750,Jessica,Hernandez,Budget,6,6,4388.9,731.48,2023-03-29,2025-04-29
416,Lorraine,Stone,Regular,2,4,4382.15,1095.54,2023-05-27,2025-01-22
399,Stanley,Johnson,Regular,3,7,4363.42,623.35,2023-04-15,2025-02-28
139,Lawrence,Allen,Premium,7,6,4291.12,715.19,2023-03-01,2024-12-23
756,Katelyn,Turner,Enterprise,1,6,4282.18,713.7,2023-01-06,2025-03-11
28,Paul,Caldwell,Regular,9,4,4273.31,1068.33,2023-04-03,2025-02-22
787,Steven,Marshall,Regular,10,7,4252.04,607.43,2023-01-30,2025-05-07
284,Lauren,Duarte,Regular,7,4,4251.44,1062.86,2023-11-20,2025-02-04
989,Jon,Gonzalez,Regular,4,6,4239.5,706.58,2023-08-19,2024-08-17
723,William,Hendrix,Regular,1,4,4213.55,1053.39,2023-03-31,2024-01-18
75,James,Cooke,Enterprise,1,12,4213.0,351.08,2023-03-04,2025-05-31
360,Barbara,Lewis,Regular,3,9,4192.03,465.78,2023-03-05,2025-03-25
316,Jacqueline,Anderson,Regular,1,9,4159.66,462.18,2023-04-19,2025-04-23
766,Elizabeth,Hodge,Budget,5,9,4156.93,461.88,2023-01-07,2025-05-30
218,Kim,Tucker,Regular,3,9,4151.28,461.25,2023-04-11,2025-03-17
259,Andrea,Shea,Regular,1,8,4151.11,518.89,2023-02-20,2024-12-30
464,Randall,Medina,Budget,6,3,4125.34,1375.11,2024-09-02,2025-06-21
99,Emily,Whitney,Regular,1,5,4122.86,824.57,2023-08-15,2025-06-09
691,Christine,Jones,Premium,9,2,4120.5,2060.25,2023-03-09,2025-01-08
112,Robert,Mack,Budget,5,3,4116.77,1372.26,2023-03-26,2025-01-14
567,Scott,Brooks,Regular,7,4,4110.61,1027.65,2023-10-14,2025-04-29
551,Kevin,Cook,Regular,6,7,4077.2,582.46,2023-02-04,2024-10-23
851,John,Hill,Regular,5,5,4067.21,813.44,2023-07-30,2025-06-15
191,Stacy,Bryant,Regular,6,6,4058.02,676.34,2023-06-11,2025-03-12
42,Howard,Richards,Regular,3,6,4056.83,676.14,2023-04-21,2024-12-14
842,Connie,Green,Regular,6,7,4035.21,576.46,2023-05-13,2025-05-17
408,Aaron,Mahoney,Budget,2,5,4033.79,806.76,2023-02-28,2025-02-05
538,Shawn,Guzman,Regular,2,4,4033.07,1008.27,2023-03-18,2024-07-20
527,Peter,Chandler,Premium,1,5,4016.48,803.3,2024-05-02,2025-04-01
145,Cynthia,Terry,Regular,2,6,4005.52,667.59,2023-06-01,2025-04-09
364,Kerri,Edwards,Regular,3,6,3986.63,664.44,2023-04-13,2024-07-12
838,Travis,Kent,Regular,3,4,3983.01,995.75,2023-02-15,2025-03-14
301,Sara,Johnston,Regular,4,6,3979.41,663.24,2023-01-12,2025-05-25
820,Dean,Robinson,Budget,1,5,3948.76,789.75,2023-01-15,2024-06-08
125,Rachel,Elliott,Regular,3,7,3941.3,563.04,2023-07-04,2025-02-21
598,Theodore,Washington,Enterprise,5,5,3935.27,787.05,2023-03-15,2025-05-22
916,Lori,Hart,Budget,2,6,3921.56,653.59,2023-01-17,2024-12-25
40,Danny,Walker,Premium,3,6,3918.49,653.08,2023-04-02,2025-03-25
626,Karen,Gonzales,Regular,1,6,3889.55,648.26,2023-04-29,2025-06-03
531,Troy,Ward,Regular,1,11,3874.94,352.27,2023-03-05,2025-06-16
394,Rachel,Bishop,Budget,2,6,3871.9,645.32,2023-07-02,2024-12-09
215,David,Smith,Budget,1,6,3867.99,644.66,2023-02-01,2025-01-23
517,Richard,Brown,Budget,8,5,3834.41,766.88,2023-03-03,2025-05-09
748,Sarah,Turner,Regular,2,8,3819.85,477.48,2023-03-23,2024-10-15
987,Johnathan,Ramirez,Regular,1,7,3815.67,545.1,2023-02-23,2024-10-09
477,Brianna,Roman,Premium,1,4,3804.21,951.05,2023-12-01,2025-02-11
96,Dennis,Baker,Regular,2,6,3797.92,632.99,2023-04-11,2024-06-28
425,Samantha,Hines,Regular,3,7,3797.15,542.45,2023-03-12,2025-04-11
973,Rebecca,Reed,Premium,5,8,3777.36,472.17,2023-03-17,2025-01-02
927,Joshua,Payne,Regular,4,4,3767.83,941.96,2024-07-30,2025-06-10
953,Robert,Potter,Regular,1,7,3761.23,537.32,2023-03-05,2024-06-12
849,John,Bennett,Enterprise,6,6,3757.0,626.17,2023-08-04,2025-06-03
653,Judith,Cox,Budget,1,8,3750.77,468.85,2023-01-11,2025-03-08
571,Christine,Gardner,Enterprise,6,4,3738.91,934.73,2023-03-13,2024-10-02
925,Tony,Craig,Regular,3,4,3738.37,934.59,2023-08-09,2024-05-08
116,Ivan,Medina,Regular,1,9,3728.02,414.22,2023-03-11,2024-11-22
332,Jaime,Johnson,Budget,2,4,3711.43,927.86,2023-04-27,2025-03-25
996,Michelle,Osborne,Premium,8,3,3688.66,1229.55,2023-02-25,2024-11-11
795,Eric,Kennedy,Enterprise,3,5,3682.39,736.48,2023-09-10,2025-04-28
974,Jeanette,Lawrence,Budget,3,5,3680.89,736.18,2023-05-12,2024-11-05
272,Jessica,Cannon,Regular,2,9,3680.66,408.96,2024-02-25,2025-05-28
767,Brad,Flores,Regular,2,4,3670.96,917.74,2023-11-09,2025-04-16
780,Jonathan,Perez,Budget,1,5,3637.66,727.53,2023-01-12,2025-05-31
65,Matthew,Wood,Budget,1,3,3633.61,1211.2,2023-12-19,2025-03-14
52,Kristina,Johnson,Regular,7,9,3629.14,403.24,2023-06-07,2025-02-18
137,Anthony,Mendez,Budget,9,4,3626.17,906.54,2023-04-21,2024-11-07
245,Alexandra,Fowler,Premium,2,6,3621.39,603.56,2023-11-13,2025-06-04
150,Melanie,Barrett,Premium,1,6,3614.96,602.49,2023-03-18,2025-06-20
620,Robert,Contreras,Regular,4,6,3607.5,601.25,2023-10-23,2025-03-09
87,Raymond,Banks,Regular,9,5,3603.17,720.63,2023-01-13,2025-02-09
940,Nancy,Thompson,Enterprise,1,7,3601.49,514.5,2023-05-06,2025-02-09
645,Mark,Wright,Regular,2,5,3595.46,719.09,2023-01-29,2024-12-15
840,Nicholas,Martinez,Regular,1,7,3589.18,512.74,2023-01-23,2024-10-30
366,Danielle,Haynes,Premium,7,6,3582.31,597.05,2023-04-22,2024-11-01
534,Gloria,Clay,Regular,4,6,3580.17,596.7,2023-01-10,2024-08-10
415,Tiffany,Coleman,Enterprise,9,6,3577.13,596.19,2023-04-29,2024-08-15
614,Laura,Matthews,Regular,2,6,3575.97,596.0,2023-02-25,2024-10-22
783,Jennifer,Hernandez,Regular,4,5,3553.12,710.62,2023-06-04,2025-01-04
136,Melinda,Wong,Regular,1,4,3547.14,886.78,2023-04-05,2024-12-28
114,Craig,Johnson,Budget,1,8,3540.72,442.59,2023-02-21,2025-06-01
633,Kristen,Pollard,Budget,3,4,3511.33,877.83,2023-09-14,2025-03-03
261,Benjamin,Kelly,Budget,5,5,3505.03,701.01,2023-08-08,2025-06-13
59,Joseph,Martinez,Budget,1,6,3498.43,583.07,2023-05-27,2024-12-27
283,Sara,Mendez,Regular,5,1,3493.29,3493.29,2024-04-25,2024-04-25
713,Deborah,Bartlett,Regular,2,5,3480.25,696.05,2023-05-16,2025-06-16
39,Donna,Moore,Premium,3,10,3470.9,347.09,2023-01-24,2025-03-03
993,Kevin,Munoz,Regular,4,6,3464.79,577.46,2023-04-27,2025-05-26
926,Selena,Patterson,Regular,4,4,3461.6,865.4,2023-04-29,2025-01-14
214,Juan,Mcintosh,Budget,8,5,3452.58,690.52,2023-02-19,2025-05-29
659,Gail,Pennington,Premium,3,4,3424.64,856.16,2023-08-02,2025-04-17
970,Rachel,Nguyen,Regular,2,6,3421.54,570.26,2023-11-20,2025-05-20
97,David,Davis,Enterprise,1,7,3409.82,487.12,2023-09-26,2025-04-19
387,Jennifer,Rice,Enterprise,7,4,3407.95,851.99,2023-03-30,2025-01-16
729,Diana,Donaldson,Enterprise,7,3,3396.31,1132.1,2023-06-01,2025-03-01
859,Raymond,Wilson,Budget,9,7,3383.23,483.32,2023-01-22,2025-05-26
32,Melissa,Short,Regular,3,6,3370.95,561.83,2023-09-27,2025-02-26
57,Stacy,Holloway,Regular,3,4,3368.19,842.05,2023-06-27,2024-11-01
62,Christopher,Davis,Budget,1,6,3362.5,560.42,2023-11-27,2025-06-15
816,Joseph,Williams,Regular,3,5,3338.27,667.65,2023-06-20,2025-05-10
146,Allen,Noble,Budget,7,6,3333.08,555.51,2023-08-21,2024-10-30
634,Steve,Williams,Premium,8,4,3320.71,830.18,2023-11-05,2024-05-05
683,Brittany,Wright,Regular,7,4,3316.37,829.09,2023-02-02,2025-06-01
503,Duane,Morris,Regular,1,4,3312.36,828.09,2023-04-24,2025-06-08
986,Martin,Macias,Regular,6,5,3311.64,662.33,2023-01-02,2024-02-12
363,Emily,Blackwell,Premium,1,6,3301.76,550.29,2023-05-24,2024-12-20
763,Christopher,Rich,Regular,1,2,3292.97,1646.48,2023-01-25,2023-06-28
79,Sarah,Combs,Regular,6,6,3291.22,548.54,2023-03-14,2025-05-30
602,Kyle,Ortiz,Regular,1,4,3282.17,820.54,2023-06-20,2024-11-03
254,Kenneth,Baker,Premium,6,4,3266.32,816.58,2024-06-02,2025-06-25
839,Kristina,Edwards,Regular,6,8,3257.29,407.16,2023-05-12,2025-06-23
934,Craig,Riley,Budget,1,4,3246.39,811.6,2023-02-10,2024-04-26
69,Julie,Walker,Premium,1,5,3243.12,648.62,2023-03-28,2025-01-25
376,Vanessa,Hoffman,Budget,1,3,3234.97,1078.32,2024-08-03,2024-11-28
481,Willie,Farley,Premium,3,5,3232.05,646.41,2023-01-20,2025-05-27
255,Katie,Moore,Regular,1,1,3230.37,3230.37,2023-01-11,2023-01-11
349,David,Rodriguez,Budget,7,7,3228.01,461.14,2023-02-28,2024-06-27
798,Christina,Fox,Premium,1,3,3227.86,1075.95,2023-03-27,2024-10-29
335,Sarah,Moore,Regular,5,5,3227.7,645.54,2023-05-16,2025-05-09
244,John,Mitchell,Premium,2,4,3225.56,806.39,2023-11-20,2025-01-23
642,Angela,Henry,Premium,3,5,3223.3,644.66,2023-03-12,2024-09-28
398,Brianna,Stone,Regular,8,6,3193.83,532.3,2023-02-17,2025-06-10
804,Kayla,Simon,Budget,5,5,3167.09,633.42,2023-11-08,2025-04-21
520,Tammy,Kim,Budget,3,4,3159.34,789.84,2023-01-13,2025-06-22
317,Ronald,Cain,Regular,3,4,3152.02,788.01,2023-04-01,2023-06-18
875,Kari,Friedman,Regular,2,5,3144.02,628.8,2024-04-08,2025-05-20
170,Sharon,Taylor,Budget,1,8,3126.06,390.76,2023-03-04,2025-03-05
60,Melanie,Simmons,Regular,4,6,3124.0,520.67,2023-09-12,2024-05-19
506,Mary,Harrell,Regular,7,5,3105.69,621.14,2023-02-08,2024-05-15
201,Stephanie,Cox,Regular,4,4,3103.74,775.94,2023-03-03,2025-06-09
892,Brian,Rodgers,Regular,1,8,3096.98,387.12,2023-01-03,2025-04-09
164,Joshua,Griffin,Premium,7,7,3092.53,441.79,2023-05-16,2024-12-06
853,Eric,Bryant,Premium,9,6,3069.4,511.57,2023-04-13,2025-01-15
661,Marissa,Johnson,Budget,2,3,3066.29,1022.1,2023-10-19,2025-06-12
737,Susan,Harper,Regular,2,4,3062.96,765.74,2023-04-09,2024-04-07
418,Shawn,Marshall,Budget,2,5,3056.14,611.23,2023-02-03,2025-06-01
380,Sean,Hughes,Regular,2,4,3048.01,762.0,2023-11-25,2025-02-26
967,Eric,Hampton,Budget,7,5,3043.62,608.72,2023-02-02,2024-04-24
558,Christopher,Taylor,Regular,1,4,3036.3,759.08,2023-07-23,2024-05-03
